name,lat,lon
전쟁기념관,37.53457463,126.9773315
녹사평역,37.53501166,126.9853358
녹사평역,37.53487494,126.9852968
용산구청.이태원시장,37.53432488,126.990604
용산구청.이태원시장,37.53417373,126.989895
이태원역1번출구.해밀턴호텔,37.53446857,126.9930005
이태원역4번출구.해밀턴호텔,37.53436847,126.9931455
이태원119안전센터,37.53470171,126.9966406
이태원119안전센터,37.5346195,126.9971891
한남동새마을금고,37.53682618,127.0003535
한남동주민센터,37.53678128,127.0004699
한강진역.블루스퀘어,37.54072388,127.0017248
한강진역.블루스퀘어,37.54089014,127.0018625
서울역,37.55366926,126.9738393
후암3거리,37.55254613,126.9766064
후암시장,37.55069627,126.9771088
후암시장,37.5497318,126.977458
용산중고,37.54691722,126.9781323
용산중고,37.54677629,126.9782682
후암동종점,37.546667,126.980983
용산중고,37.54575477,126.9774098
남영동주민센터,37.54575112,126.976752
남영동주민센터,37.54546136,126.9750333
