gid,val,EMD_NM,자치구?,등록수,교통량,동물병?,위탁업?,판매업?,놀이터_
"11140124",56894902.5700000002980232238769531250000,충무로1가,중구,"7","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140125",32266517.8700000010430812835693359375000,충무로2가,중구,"3","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140126",59533259.4900000020861625671386718750000,명동1가,,,"536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140127",51367293.0300000011920928955078125000000,명동2가,중구,"9","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140128",8506808.8599999994039535522460937500000,남산동1가,중구,"27","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140129",5845465.3899999996647238731384277343750,남산동2가,중구,"58","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140130",6804972.2400000002235174179077148437500,남산동3가,중구,"2","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140131",22902335.3700000010430812835693359375000,저동1가,중구,"3","536",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140132",10695319.8000000007450580596923828125000,충무로4가,중구,"54","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140133",8541771.9199999999254941940307617187500,충무로5가,중구,"42","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140134",10423297.5999999996274709701538085937500,인현동2가,중구,"36","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140135",9283221.9600000008940696716308593750000,예관동,중구,"5","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140136",5953938.4400000004097819328308105468750,묵정동,중구,"67","5365",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140137",9670766.7799999993294477462768554687500,필동1가,중구,"10","975",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140138",5941487.2199999997392296791076660156250,필동2가,중구,"52","975",2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140139",4996784.0300000002607703208923339843750,필동3가,중구,"82","975",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140140",6717336.3099999995902180671691894531250,남학동,중구,"1","975",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140141",3799443.8999999999068677425384521484375,주자동,중구,"2","975",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140142",1091147.5500000000465661287307739257813,예장동,중구,"58","975",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140143",6117413.1500000003725290298461914062500,장충동1가,중구,"132","5365",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140144",2391473.4300000001676380634307861328125,장충동2가,중구,"190","5365",4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140145",8704758.8499999996274709701538085937500,광희동1가,중구,"25","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140146",5530271.2699999986216425895690917968750,광희동2가,중구,"60","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140147",7966723.6399999996647238731384277343750,쌍림동,중구,"23","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140148",16203743.8800000008195638656616210937500,을지로6가,중구,"11","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140149",12134908.8100000005215406417846679687500,을지로7가,중구,"7","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140150",13643286.3499999996274709701538085937500,을지로4가,중구,"6","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140151",9333267.7599999997764825820922851562500,을지로5가,중구,"47","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140152",9616444.9399999994784593582153320312500,주교동,중구,"3","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140153",11412098.2200000006705522537231445312500,방산동,중구,"3","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140154",7589800.1200000001117587089538574218750,오장동,중구,"16","1222",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140155",13530920.8699999991804361343383789062500,을지로3가,중구,"8","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140156",14386684.2300000004470348358154296875000,입정동,중구,"1","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140157",11787265.3000000007450580596923828125000,산림동,중구,"17","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140158",12299244.9700000006705522537231445312500,충무로3가,중구,"10","975",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140159",12441735.0099999997764825820922851562500,초동,중구,"5","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140160",9571183.5800000000745058059692382812500,인현동1가,중구,"5","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140161",15385790.0000000000000000000000000000000,저동2가,중구,"6","1185",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140162",5280194.1100000003352761268615722656250,신당동,중구,"4611","11771",11.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000
"11140163",8821996.0700000002980232238769531250000,흥인동,중구,"143","3948",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140164",6682680.1200000001117587089538574218750,무학동,중구,"19","3948",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140165",6502210.2500000000000000000000000000000,황학동,중구,"891","8771",3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140166",15132761.3200000002980232238769531250000,서소문동,중구,"1","953",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140167",5618549.6900000004097819328308105468750,정동,중구,"44","953",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140168",11241948.6699999999254941940307617187500,순화동,중구,"66","1181",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140169",10370692.8200000002980232238769531250000,의주로1가,중구,"7","953",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140170",12257682.1199999991804361343383789062500,충정로1가,,,"953",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140171",5649149.5999999996274709701538085937500,중림동,중구,"271","2407",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140172",3150016.2500000000000000000000000000000,의주로2가,중구,"5","2407",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140173",4185324.6299999998882412910461425781250,만리동1가,중구,"58","2407",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11140174",5866520.5599999995902180671691894531250,만리동2가,중구,"155","2407",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11170101",3663212.0800000000745058059692382812500,후암동,용산구,"1223","9225",2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11170102",3129217.7799999997951090335845947265625,용산동2가,용산구,"1021","8941",2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11170103",3207602.5299999997951090335845947265625,용산동4가,용산구,"2","8941",1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
"11170104",8978836.0700000002980232238769531250000,갈월동,용산구,"187","3741",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11170105",11143536.4800000004470348358154296875000,남영동,용산구,"35","3741",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11170106",3189743.0899999998509883880615234375000,용산동1가,,,"3741",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11170107",10630800.6199999991804361343383789062500,동자동,용산구,"218","3741",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
